iteration,ema_vs_gt_iou,sam_vs_gt_iou,pl_vs_gt_iou,ema_vs_pl_iou,sam_vs_pl_iou
1095.0,0.9716252984634558,0.6735534010590354,0.5849116037490684,0.595355051691934,0.8129547405017367
1096.0,0.30929721840801716,0.6282109059809776,0.00048017349751424765,0.019846040956547226,0.0006124636502738865
1097.0,0.9469110865525778,0.9076050105311158,0.32149685879265555,0.3274879227161435,0.3145005037694412
1098.0,0.8932357531134243,0.9589238145999508,0.8853425385084789,0.9698732718911364,0.884657923848704
1099.0,0.9652014652046519,0.9733885819545682,0.9429992009284384,0.9617947578887788,0.9586960383763816
1129.0,0.9670540449095053,0.7973338305400081,0.843400447442525,0.8479406597845071,0.8920149321777279
1130.0,0.7222434186485146,0.17898152777675305,0.17871385849296162,0.19573160611229598,0.873364485991171
1131.0,0.8617735976046735,0.7362080766959332,0.8291526460952657,0.8599813722663798,0.7470732021424067
1132.0,0.9667591663242157,0.4431962753581681,0.9351951509695126,0.9505141753337586,0.4479946702345638
1133.0,0.45953157442646564,0.21575723841651487,0.42829510930414616,0.9320254214059062,0.491303147502581
1134.0,0.9515567442119616,0.9476216731017181,0.9361586391090813,0.9720895522401946,0.9663243136496976
1135.0,0.9354460094048248,0.4348498233839609,0.9010889292420396,0.9603624009149802,0.4320512821119603
1136.0,0.8671268335153504,0.20017261989110524,0.7620418848790467,0.8707412224003274,0.21265741044800404
1137.0,0.9447428601848246,0.9399577167050762,0.9242424242463824,0.9551842598399342,0.9257291719913302
1138.0,0.9227209367202275,0.8947027377345049,0.8265853931424569,0.8627923536253058,0.824810206673091
1139.0,0.9003254678803244,0.19375437372315632,0.8168438266932043,0.8467917078288664,0.1871657754364086
1140.0,0.9069393382424219,0.695526949997324,0.8707692307791716,0.9133091896851283,0.6950838635225516
1141.0,0.9796461562580795,0.38494863229453224,0.9196781050835594,0.9104999240373044,0.3631752628108546
1142.0,0.9315815568013973,0.0638254555643234,0.8292113859873023,0.857798165202845,0.061988067581420836
1143.0,0.7743589745242792,0.045589309541288654,0.6216389246980544,0.814862267895668,0.046388700987551226
1144.0,0.9064532266601034,0.9116945107820075,0.8272277228578081,0.8814512008781548,0.795275590646005
1145.0,0.8496337786085163,0.1235455376714258,0.7822349571091958,0.8792468277203247,0.12721039341229337
1146.0,0.9490342236829936,0.9577194839386183,0.929740871615732,0.9655584129327223,0.9010566489162639
1147.0,0.8682982212856947,0.8921313184090501,0.8245313074593149,0.9500489716025895,0.9150342801279341
1148.0,0.917520014910162,0.8131063830105351,0.9170033051933523,0.9641995919190874,0.7671188630867056
1149.0,0.9527763937356598,0.6956064831778987,0.9405967697815167,0.9606461405051688,0.7014652742047626
1150.0,0.9540601747156066,0.19887316391448967,0.8714241772158031,0.8934400985853279,0.18975784046647096
1151.0,0.9304481276899663,0.5697090145654077,0.9002456413695856,0.9550386667492933,0.5893173759016949
1152.0,0.8629831872493905,0.8806375042468201,0.8392844616036981,0.9559975889122967,0.8262614301804972
1153.0,0.9267805519092362,0.6466816965039213,0.9063988403444606,0.9593993928903187,0.6096083551049745
1154.0,0.8596491231148046,0.8543897219392083,0.6976744192438173,0.766045549138622,0.7045009790518572
1155.0,0.7303719011049877,0.7452725253111541,0.5485661428782921,0.7154696135216669,0.591485507616408
1156.0,0.9419951696777602,0.9364199279640447,0.9041777053228377,0.9262928951213834,0.9085153529634175
1157.0,0.939677059008868,0.4162393162655763,0.8958191209535309,0.9285233285302046,0.42737676058858376
1158.0,0.9628346803033243,0.9567854021002631,0.9279135388421491,0.9456135701062489,0.9456246036807427
1159.0,0.704804884601857,0.3731028668671862,0.6423552217973454,0.8821564885777298,0.5210447963836723
1160.0,0.9779310344888467,0.1702826770152074,0.8959877332236167,0.8914198937252797,0.16827060508964883
1161.0,0.9000549149368178,0.15569090225012458,0.7594995367194164,0.7861035423314698,0.15286915212418958
1162.0,0.4546899845352225,0.8164116831482452,0.565906838884136,0.41340075890429784,0.5735294121566825
1163.0,0.9442060085911741,0.45289924873480386,0.8310556079369633,0.8633598502733552,0.4434511310107727
1164.0,0.9688282322551551,0.9159954407326749,0.8668428760271871,0.8717655468237396,0.8485035060766717
1165.0,0.9496579939925316,0.943140932994768,0.8810735366845664,0.8875198494416421,0.9088686950046336
1166.0,0.9699558173794811,0.956000000001408,0.9182209910766937,0.9239771470719997,0.9385234653755825
1167.0,0.7774524161384299,0.8259162305943505,0.7483085253744134,0.7847919658754778,0.731470231188979
1168.0,0.9272797441874915,0.9570247933908792,0.9202326091770774,0.9304566625659587,0.9496066457638991
1169.0,0.8302721544670503,0.6470588235662879,0.8333108927112817,0.8965209634387,0.7016120957543194
1170.0,0.9004830918194902,0.9437627812052615,0.8693579148539867,0.9028588995072675,0.9010152284577997
1171.0,0.6529516997737462,0.8093126387923363,0.6140969166395621,0.8655462186003814,0.7548161122987599
1172.0,0.9185372918470176,0.09636080164671404,0.9051976574285514,0.8871473354625052,0.09617569106034926
1173.0,0.901217391338707,0.8599402589246796,0.8781849913165148,0.8877040986712083,0.810608424396066
1174.0,0.8395925380527085,0.8098171545236672,0.834151730917663,0.9660361842119228,0.9228081196779298
1175.0,0.9537976736663517,0.6214014122873619,0.9263931244835786,0.94515019491194,0.608695652185574
1176.0,0.9649449769273631,0.9277855656120052,0.9442964935666092,0.9527381845482221,0.8990410786860248
1177.0,0.9842738205381567,0.3535579426126936,0.9673780487838031,0.9742935835994804,0.34794180918992446
1178.0,0.9470170605121313,0.9456199746143017,0.9260526861723655,0.9693276877032606,0.9618626644776046
1179.0,0.9651697312603797,0.6599833660173474,0.9567018400646768,0.9678702435158054,0.6541122213784039
1180.0,0.8683035715020627,0.03409995579314242,0.802163833177659,0.9039836568416836,0.034564487479216005
1181.0,0.9579847908785185,0.35463180402528366,0.9268787459726253,0.9570060762330136,0.36339356944388357
1182.0,0.9114645347923571,0.7407943732077786,0.8763778884725747,0.9484989016395331,0.7485112231039519
1183.0,0.800397219661969,0.06602814044193693,0.6922413795756539,0.8477331053483891,0.06651262592288228
